symbol,date,open,high,low,close,volume
EURIUSDT,2025-10-22,1.1595,1.1619,1.1568,1.1609,967917.4
SLFUSDT,2025-09-17,0.0289,0.0312,0.0156,0.0208,87488277.7
POLUSDT,2025-10-22,0.1938,0.1959,0.1894,0.1899,33356948.4
NEIROUSDT,2025-10-22,0.0001865,0.00018996,0.00017816,0.00017874,50030569474.0
TURBOUSDT,2025-10-22,0.00241,0.002419,0.002294,0.002294,842957417.0
1MBABYDOGEUSDT,2025-10-22,0.0009977,0.0010275,0.0009791,0.0009912,2853926765.0
CATIUSDT,2025-10-22,0.0704,0.075,0.0692,0.0713,26570658.4
HMSTRUSDT,2025-10-22,0.000414,0.000418,0.000401,0.000402,1217647994.0
EIGENUSDT,2025-10-22,1.08,1.104,1.04,1.044,11465255.36
SCRUSDT,2025-10-22,0.162,0.166,0.158,0.159,4650185.6
BNSOLUSDT,2025-10-22,199.7,201.7,190.9,193.8,4922.811
LUMIAUSDT,2025-10-22,0.142,0.147,0.14,0.142,4254593.25
KAIAUSDT,2025-10-22,0.1057,0.1075,0.1036,0.1044,19840204.1
COWUSDT,2025-10-22,0.2278,0.2295,0.2175,0.2191,4469070.6
CETUSUSDT,2025-10-22,0.0472,0.0478,0.0461,0.0462,20668569.9
PNUTUSDT,2025-10-22,0.1344,0.1366,0.1299,0.1309,41614728.8
ACTUSDT,2025-10-22,0.0215,0.022,0.0209,0.021,110761886.1
USUALUSDT,2025-10-22,0.0314,0.0317,0.0303,0.0303,46309186.3
THEUSDT,2025-10-22,0.2558,0.2602,0.2458,0.2465,5684973.8
ACXUSDT,2025-10-22,0.0785,0.0804,0.077,0.0774,7160415.6
ORCAUSDT,2025-10-22,1.417,1.43,1.376,1.384,516190.24
MOVEUSDT,2025-10-22,0.0744,0.0754,0.0715,0.072,14434640.6
MEUSDT,2025-10-22,0.434,0.438,0.423,0.424,574383.87
VELODROMEUSDT,2025-10-22,0.0328,0.0332,0.0317,0.0317,13275576.9
VANAUSDT,2025-10-22,2.619,2.666,2.523,2.536,452095.98
1000CATUSDT,2025-10-22,0.0054,0.00549,0.00526,0.00528,105064495.0
PENGUUSDT,2025-10-22,0.021288,0.021467,0.020388,0.020404,1416086887.0
BIOUSDT,2025-10-22,0.0893,0.0895,0.0833,0.0835,121150338.0
DUSDT,2025-10-22,0.02279,0.02333,0.02233,0.02244,13263444.0
AIXBTUSDT,2025-10-22,0.0567,0.0572,0.0526,0.0528,50711153.1
CGPTUSDT,2025-10-22,0.0554,0.0561,0.0534,0.0537,9578466.7
COOKIEUSDT,2025-10-22,0.0832,0.0849,0.0806,0.0811,8881242.6
SUSDT,2025-10-22,0.1652,0.1697,0.1615,0.1622,59276968.6
SOLVUSDT,2025-10-22,0.01628,0.01708,0.01618,0.01638,101531194.0
TRUMPUSDT,2025-10-22,5.87,5.904,5.694,5.719,3209053.722
ANIMEUSDT,2025-10-22,0.00942,0.00952,0.00904,0.00906,166818802.9
BERAUSDT,2025-10-22,1.916,2.025,1.89,1.954,3030152.818
1000CHEEMSUSDT,2025-10-22,0.001433,0.001439,0.001372,0.001395,942011398.0
TSTUSDT,2025-10-22,0.02002,0.02043,0.01964,0.01983,70233288.2
LAYERUSDT,2025-10-22,0.2824,0.2853,0.2725,0.2734,3224004.21
HEIUSDT,2025-10-22,0.2447,0.2537,0.2327,0.2482,7201642.7
KAITOUSDT,2025-10-22,1.031,1.0414,1.0062,1.0092,2384434.7
SHELLUSDT,2025-10-22,0.088,0.0904,0.0869,0.0873,18100025.6
REDUSDT,2025-10-22,0.3456,0.3484,0.3309,0.3328,3253200.6
GPSUSDT,2025-10-22,0.00857,0.00865,0.00824,0.00834,70001195.1
EPICUSDT,2025-10-22,0.871,0.914,0.862,0.873,982465.0
BMTUSDT,2025-10-22,0.0392,0.0409,0.0388,0.039,32303124.7
FORMUSDT,2025-10-22,0.7313,0.7625,0.7018,0.7041,19823740.9
XUSDUSDT,2025-10-22,0.9996,1.0023,0.9993,0.9998,20602071.0
NILUSDT,2025-10-22,0.2798,0.3407,0.2791,0.3276,29431298.5
PARTIUSDT,2025-10-22,0.084,0.085,0.0814,0.0816,12605714.5
MUBARAKUSDT,2025-10-22,0.02321,0.02378,0.02274,0.02291,94589311.2
TUTUSDT,2025-10-22,0.02335,0.02389,0.02258,0.02269,195261639.0
BROCCOLI714USDT,2025-10-22,0.02343,0.02446,0.02283,0.0231,106720472.0
BANANAS31USDT,2025-10-22,0.003177,0.003259,0.003139,0.003158,237404631.0
GUNUSDT,2025-10-22,0.01938,0.01991,0.01869,0.01872,29746020.0
BABYUSDT,2025-10-22,0.0319,0.03237,0.03098,0.03111,31485040.0
ONDOUSDT,2025-10-22,0.7239,0.7302,0.7026,0.7045,17014985.5
BIGTIMEUSDT,2025-10-22,0.03241,0.03309,0.03158,0.03168,20527506.0
VIRTUALUSDT,2025-10-22,0.7744,0.7834,0.7335,0.7374,8162238.3
KERNELUSDT,2025-10-22,0.1694,0.173,0.164,0.1651,15994000.5
WCTUSDT,2025-10-22,0.167,0.1696,0.1619,0.1623,29941155.5
HYPERUSDT,2025-10-22,0.1953,0.2039,0.1829,0.184,20727279.3
INITUSDT,2025-10-22,0.1676,0.1716,0.1638,0.1644,15908855.1
SIGNUSDT,2025-10-22,0.04257,0.04411,0.03883,0.03895,121197935.0
STOUSDT,2025-10-22,0.1777,0.1814,0.1658,0.1665,13870542.1
SYRUPUSDT,2025-10-22,0.3555,0.3576,0.3437,0.3457,17267521.5
KMNOUSDT,2025-10-22,0.06065,0.06211,0.0585,0.05879,39893186.0
SXTUSDT,2025-10-22,0.0565,0.0569,0.0544,0.0546,14472687.5
NXPCUSDT,2025-10-22,0.3431,0.3464,0.3334,0.3342,2833525.8
AWEUSDT,2025-10-22,0.07324,0.07455,0.07089,0.07135,7593254.0
HAEDALUSDT,2025-10-22,0.092,0.0931,0.088,0.0883,7583575.2
USD1USDT,2025-10-22,0.9997,0.9998,0.9997,0.9998,4391498.0
HUMAUSDT,2025-10-22,0.02734,0.02832,0.02685,0.02702,114374590.0
AUSDT,2025-10-22,0.2828,0.2866,0.2761,0.2774,13526904.9
SOPHUSDT,2025-10-22,0.02638,0.02954,0.02488,0.02713,234532186.0
RESOLVUSDT,2025-10-22,0.0572,0.0578,0.0548,0.0551,23786094.8
HOMEUSDT,2025-10-22,0.0258,0.02604,0.02436,0.02471,67386629.0
SPKUSDT,2025-10-22,0.038029,0.03825,0.0355,0.03558,138691988.0
NEWTUSDT,2025-10-22,0.1468,0.1491,0.1431,0.1431,4878873.5
SAHARAUSDT,2025-10-22,0.07404,0.07639,0.07351,0.07395,25716174.0
LAUSDT,2025-10-22,0.4255,0.4436,0.3944,0.4268,9668983.9
ERAUSDT,2025-10-22,0.3737,0.3855,0.3386,0.341,4471511.2
CUSDT,2025-10-22,0.106,0.1159,0.1044,0.1074,21280761.4
TREEUSDT,2025-10-22,0.17,0.1748,0.1601,0.1605,16333008.9
A2ZUSDT,2025-10-22,0.003846,0.003958,0.003807,0.003877,99212521.0
TOWNSUSDT,2025-10-22,0.01105,0.0128,0.01074,0.01102,241034551.0
PROVEUSDT,2025-10-22,0.8153,0.8586,0.7654,0.7678,7900123.1
BFUSDUSDT,2025-10-22,0.9997,0.9997,0.9982,0.9991,13950547.0
PLUMEUSDT,2025-10-22,0.07196,0.07471,0.07052,0.07163,72915352.0
DOLOUSDT,2025-10-22,0.0803,0.0823,0.0781,0.0783,15059673.0
MITOUSDT,2025-10-22,0.11242,0.1149,0.10858,0.10868,6465101.3
WLFIUSDT,2025-10-22,0.126,0.1292,0.1223,0.1242,193273895.7
SOMIUSDT,2025-10-22,0.4911,0.5042,0.4676,0.4865,16814955.6
OPENUSDT,2025-10-22,0.3762,0.4091,0.3546,0.3567,22959858.0
USDEUSDT,2025-10-22,0.9992,0.9993,0.9991,0.9992,131973217.0
LINEAUSDT,2025-10-22,0.0159,0.01618,0.01484,0.01544,573454389.0
HOLOUSDT,2025-10-22,0.1411,0.1488,0.1365,0.1366,32440795.0
PUMPUSDT,2025-10-22,0.003698,0.003828,0.003527,0.003557,14336752459.0
AVNTUSDT,2025-10-22,0.6,0.722,0.5971,0.6213,69454799.9
ZKCUSDT,2025-10-22,0.2237,0.2315,0.2123,0.2149,34733810.1
SKYUSDT,2025-10-22,0.05805,0.05984,0.05715,0.05841,64845809.0
BARDUSDT,2025-10-22,0.6323,0.6667,0.6204,0.64,6997651.1
0GUSDT,2025-10-22,1.897,1.954,1.78,1.813,3663933.09
HEMIUSDT,2025-10-22,0.0559,0.0601,0.0538,0.0565,125157881.3
XPLUSDT,2025-10-22,0.3981,0.3981,0.3653,0.3715,218599723.9
MIRAUSDT,2025-10-22,0.3134,0.3153,0.2932,0.2935,19664620.3
FFUSDT,2025-10-22,0.15973,0.16635,0.14469,0.14485,200354850.7
EDENUSDT,2025-10-22,0.1368,0.1477,0.1353,0.1377,43781567.5
NOMUSDT,2025-10-22,0.02244,0.0226,0.01993,0.02002,118296324.0
2ZUSDT,2025-10-22,0.25828,0.26279,0.2324,0.23291,72484922.0
MORPHOUSDT,2025-10-22,1.853,1.862,1.788,1.821,2361968.33
ASTERUSDT,2025-10-22,1.042,1.063,0.951,0.957,180251842.07
WALUSDT,2025-10-22,0.2361,0.2438,0.2239,0.2325,2344618313.9
EULUSDT,2025-10-22,7.474,7.755,7.272,7.512,933669.18
ENSOUSDT,2025-10-22,1.592,1.62,1.462,1.48,4356654.48
YBUSDT,2025-10-22,0.372,0.4207,0.3566,0.4026,38750350.4
ZBTUSDT,2025-10-22,0.2852,0.2878,0.2507,0.2527,41879083.7
TURTLEUSDT,2025-10-22,0.15,0.4555,0.15,0.2034,262392678.6
